Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
In-distribution,Label Resampled,Multilabel,8,0.75,0.6,0.6666666666666665
In-distribution,Label Resampled,Multilabel,9,0.9726027397260274,0.9861111111111112,0.9793103448275863
In-distribution,Label Resampled,Multilabel,10,0.9837618403247632,0.9972565157750343,0.9904632152588556
In-distribution,Label Resampled,Multilabel,11,0.9375,1.0,0.967741935483871
In-distribution,Label Resampled,Multilabel,12,,,
In-distribution,Label Resampled,Multilabel,13,0.9911504424778761,0.9940828402366864,0.9926144756277695
In-distribution,Label Resampled,Multilabel,14,0.994,0.9880715705765407,0.9910269192422732
In-distribution,Label Resampled,Multilabel,15,0.9874213836477987,0.9874213836477987,0.9874213836477987
In-distribution,Label Resampled,Multilabel,16,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,17,0.9776733254994124,0.9976019184652278,0.9875370919881306
In-distribution,Label Resampled,Multilabel,18,0.9791666666666666,0.9591836734693877,0.9690721649484536
In-distribution,Label Resampled,Multilabel,19,0.9259259259259259,0.9433962264150944,0.9345794392523364
In-distribution,Label Resampled,Multilabel,20,,,
In-distribution,Label Resampled,Multilabel,21,0.9902534113060428,0.9835430784123911,0.9868868382710053
In-distribution,Label Resampled,Multilabel,22,1.0,0.9076923076923077,0.9516129032258065
In-distribution,Label Resampled,Multilabel,23,0.9845814977973568,0.9551282051282052,0.9696312364425164
In-distribution,Label Resampled,Multilabel,24,0.9550561797752809,1.0,0.9770114942528736
In-distribution,Label Resampled,Multilabel,25,0.9803370786516854,0.9943019943019943,0.9872701555869873
In-distribution,Label Resampled,Multilabel,26,0.9722222222222222,0.9859154929577465,0.979020979020979
In-distribution,Label Resampled,Multilabel,27,0.9863636363636363,0.9908675799086758,0.9886104783599089
In-distribution,Label Resampled,Multilabel,28,1.0,0.8888888888888888,0.9411764705882353
In-distribution,Label Resampled,Multilabel,29,0.9736408566721582,0.9966273187183811,0.985
In-distribution,Label Resampled,Multilabel,30,0.9984051036682615,0.9936507936507937,0.9960222752585521
In-distribution,Label Resampled,Multilabel,31,0.9934640522875817,0.9156626506024096,0.9529780564263324
In-distribution,Label Resampled,Multilabel,32,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,33,0.9565217391304348,1.0,0.9777777777777777
In-distribution,Label Resampled,Multilabel,34,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,35,1.0,0.6666666666666666,0.8
In-distribution,Label Resampled,Multilabel,36,0.9727891156462585,0.9930555555555556,0.9828178694158075
In-distribution,Label Resampled,Multilabel,37,0.996969696969697,0.996969696969697,0.996969696969697
In-distribution,Label Resampled,Multilabel,38,1.0,0.92,0.9583333333333334
In-distribution,Label Resampled,Multilabel,39,,0.0,
In-distribution,Label Resampled,Multilabel,40,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,41,,,
In-distribution,Label Resampled,Multilabel,42,1.0,0.8461538461538461,0.9166666666666666
In-distribution,Label Resampled,Multilabel,43,0.98,0.9959349593495935,0.9879032258064516
In-distribution,Label Resampled,Multilabel,44,1.0,0.5,0.6666666666666666
In-distribution,Label Resampled,Multilabel,45,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,46,1.0,0.99581589958159,0.9979035639412999
In-distribution,Label Resampled,Multilabel,47,0.9926470588235294,0.9782608695652174,0.9854014598540147
In-distribution,Label Resampled,Multilabel,48,,0.0,
In-distribution,Label Resampled,Multilabel,49,0.9759036144578314,0.9642857142857143,0.970059880239521
In-distribution,Label Resampled,Multilabel,50,0.9959839357429718,0.9725490196078431,0.984126984126984
In-distribution,Label Resampled,Multilabel,51,1.0,0.9857142857142858,0.9928057553956835
In-distribution,Label Resampled,Multilabel,52,1.0,0.9166666666666666,0.9565217391304348
In-distribution,Label Resampled,Multilabel,53,0.9790575916230366,0.9790575916230366,0.9790575916230366
In-distribution,Label Resampled,Multilabel,54,1.0,0.9487179487179487,0.9736842105263158
In-distribution,Label Resampled,Multilabel,55,1.0,0.8888888888888888,0.9411764705882353
In-distribution,Label Resampled,Multilabel,56,0.9166666666666666,0.6470588235294118,0.7586206896551724
In-distribution,Label Resampled,Multilabel,57,,,
In-distribution,Label Resampled,Multilabel,58,0.9747126436781609,0.9953051643192489,0.9849012775842044
In-distribution,Label Resampled,Multilabel,59,1.0,1.0,1.0
In-distribution,Label Resampled,Multilabel,60,0.9375,0.994475138121547,0.9651474530831098
In-distribution,Label Resampled,Multilabel,61,1.0,0.5,0.6666666666666666
In-distribution,Label Resampled,Multilabel,62,1.0,0.9528795811518325,0.9758713136729222
In-distribution,Label Resampled,Multilabel,63,0.9583333333333334,1.0,0.9787234042553191
DSBI,Label Resampled,Multilabel,0,,0.0,
DSBI,Label Resampled,Multilabel,1,0.9364214350590372,0.9970986460348162,0.9658079625292739
DSBI,Label Resampled,Multilabel,2,0.9243827160493827,0.9884488448844885,0.9553429027113238
DSBI,Label Resampled,Multilabel,3,0.9646643109540636,0.9882352941176471,0.9763075547608404
DSBI,Label Resampled,Multilabel,4,0.8254545454545454,1.0,0.9043824701195219
DSBI,Label Resampled,Multilabel,5,0.9379615952732644,0.9505988023952096,0.9442379182156133
DSBI,Label Resampled,Multilabel,6,0.9541497388276262,0.9856115107913669,0.9696254792096726
DSBI,Label Resampled,Multilabel,7,0.9784250269687162,0.9669509594882729,0.9726541554959784
DSBI,Label Resampled,Multilabel,8,0.6784565916398714,1.0,0.8084291187739463
DSBI,Label Resampled,Multilabel,9,0.9280155642023347,0.9520958083832335,0.9399014778325123
DSBI,Label Resampled,Multilabel,10,0.9825616355983163,0.9714625445897741,0.9769805680119581
DSBI,Label Resampled,Multilabel,11,0.9503105590062112,0.9745222929936306,0.9622641509433963
DSBI,Label Resampled,Multilabel,12,0.8684014869888476,0.9782244556113903,0.9200472627018511
DSBI,Label Resampled,Multilabel,13,0.9447415329768271,0.9447415329768271,0.9447415329768271
DSBI,Label Resampled,Multilabel,14,0.9720670391061452,0.7341772151898734,0.8365384615384615
DSBI,Label Resampled,Multilabel,15,1.0,0.8131147540983606,0.8969258589511754
DSBI,Label Resampled,Multilabel,16,0.7348172574883209,0.9996261682242991,0.8470066518847007
DSBI,Label Resampled,Multilabel,17,0.9406528189910979,0.8045685279187818,0.8673050615595075
DSBI,Label Resampled,Multilabel,18,0.9747175901022055,0.9297075423293997,0.9516806722689076
DSBI,Label Resampled,Multilabel,19,0.9768054823405377,0.9851143009037746,0.9809422975119111
DSBI,Label Resampled,Multilabel,20,0.7830188679245284,0.8924731182795699,0.8341708542713568
DSBI,Label Resampled,Multilabel,21,0.9629629629629629,0.9184782608695652,0.9401947148817802
DSBI,Label Resampled,Multilabel,22,0.975103734439834,0.8499095840867993,0.9082125603864735
DSBI,Label Resampled,Multilabel,23,0.9874476987447699,0.7737704918032787,0.8676470588235294
DSBI,Label Resampled,Multilabel,24,0.864406779661017,0.3923076923076923,0.5396825396825397
DSBI,Label Resampled,Multilabel,25,0.9774848984074684,0.9850581073602657,0.9812568908489527
DSBI,Label Resampled,Multilabel,26,0.9625,0.9447852760736196,0.9535603715170279
DSBI,Label Resampled,Multilabel,27,0.9780023781212842,0.9780023781212842,0.9780023781212842
DSBI,Label Resampled,Multilabel,28,0.8653846153846154,0.9507042253521126,0.906040268456376
DSBI,Label Resampled,Multilabel,29,0.9710526315789474,0.9201995012468828,0.9449423815621
DSBI,Label Resampled,Multilabel,30,0.9776847977684798,0.9045161290322581,0.9396782841823056
DSBI,Label Resampled,Multilabel,31,0.9875,0.9239766081871345,0.9546827794561935
DSBI,Label Resampled,Multilabel,32,0.9029126213592233,0.9893617021276596,0.9441624365482233
DSBI,Label Resampled,Multilabel,33,0.9089347079037801,0.9653284671532847,0.9362831858407079
DSBI,Label Resampled,Multilabel,34,0.9565619223659889,0.9847764034253093,0.9704641350210971
DSBI,Label Resampled,Multilabel,35,0.9746192893401016,0.9164677804295943,0.9446494464944649
DSBI,Label Resampled,Multilabel,36,0.9898605830164765,0.917743830787309,0.9524390243902439
DSBI,Label Resampled,Multilabel,37,0.9760726072607261,0.9649265905383361,0.9704675963904841
DSBI,Label Resampled,Multilabel,38,0.9806034482758621,0.8733205374280231,0.9238578680203047
DSBI,Label Resampled,Multilabel,39,0.9912023460410557,0.9324137931034483,0.9609097370291401
DSBI,Label Resampled,Multilabel,40,0.5,0.03571428571428571,0.06666666666666667
DSBI,Label Resampled,Multilabel,41,0.9101412066752247,0.9765840220385675,0.9421926910299003
DSBI,Label Resampled,Multilabel,42,0.9794661190965093,0.9445544554455445,0.9616935483870968
DSBI,Label Resampled,Multilabel,43,0.9898477157360406,0.703971119133574,0.8227848101265822
DSBI,Label Resampled,Multilabel,44,0.9501187648456056,0.8113590263691683,0.87527352297593
DSBI,Label Resampled,Multilabel,45,0.9736842105263158,0.9736842105263158,0.9736842105263158
DSBI,Label Resampled,Multilabel,46,0.9951219512195122,0.8607594936708861,0.923076923076923
DSBI,Label Resampled,Multilabel,47,1.0,0.8857142857142857,0.9393939393939393
DSBI,Label Resampled,Multilabel,48,0.9578125,0.6692139737991266,0.7879177377892032
DSBI,Label Resampled,Multilabel,49,0.9439114391143911,0.9785768936495792,0.960931630353118
DSBI,Label Resampled,Multilabel,50,0.9704433497536946,0.9092307692307692,0.9388403494837173
DSBI,Label Resampled,Multilabel,51,0.9739884393063584,0.9059139784946236,0.9387186629526462
DSBI,Label Resampled,Multilabel,52,0.9780621572212066,0.8532695374800638,0.9114139693356049
DSBI,Label Resampled,Multilabel,53,0.9862475442043221,0.8685121107266436,0.9236430542778289
DSBI,Label Resampled,Multilabel,54,0.9892857142857143,0.8878205128205128,0.9358108108108109
DSBI,Label Resampled,Multilabel,55,0.9936842105263158,0.9383697813121272,0.9652351738241308
DSBI,Label Resampled,Multilabel,56,0.9490740740740741,0.8649789029535865,0.9050772626931568
DSBI,Label Resampled,Multilabel,57,0.908,0.9742489270386266,0.9399585921325052
DSBI,Label Resampled,Multilabel,58,0.9744408945686901,0.9713375796178344,0.9728867623604466
DSBI,Label Resampled,Multilabel,59,0.9783393501805054,0.9033333333333333,0.9393414211438474
DSBI,Label Resampled,Multilabel,60,0.9471397538015931,0.960352422907489,0.9537003281079112
DSBI,Label Resampled,Multilabel,61,0.9836956521739131,0.9282051282051282,0.9551451187335093
DSBI,Label Resampled,Multilabel,62,0.9789473684210527,0.768595041322314,0.8611111111111112
DSBI,Label Resampled,Multilabel,63,0.9761904761904762,0.8817204301075269,0.9265536723163842
BCD,Label Resampled,Multilabel,0,,0.0,
BCD,Label Resampled,Multilabel,1,0.18333333333333332,0.125,0.14864864864864863
BCD,Label Resampled,Multilabel,2,,0.0,
BCD,Label Resampled,Multilabel,3,0.06666666666666667,0.25,0.10526315789473685
BCD,Label Resampled,Multilabel,4,,0.0,
BCD,Label Resampled,Multilabel,5,0.18333333333333332,0.2894736842105263,0.22448979591836732
BCD,Label Resampled,Multilabel,6,,0.0,
BCD,Label Resampled,Multilabel,7,0.23333333333333334,0.5384615384615384,0.32558139534883723
BCD,Label Resampled,Multilabel,8,,0.0,
BCD,Label Resampled,Multilabel,9,0.6166666666666667,0.6981132075471698,0.6548672566371682
BCD,Label Resampled,Multilabel,10,0.16666666666666666,0.625,0.2631578947368421
BCD,Label Resampled,Multilabel,11,0.4166666666666667,0.8928571428571429,0.5681818181818182
BCD,Label Resampled,Multilabel,12,,0.0,
BCD,Label Resampled,Multilabel,13,0.6333333333333333,0.8260869565217391,0.7169811320754716
BCD,Label Resampled,Multilabel,14,0.5666666666666667,0.5573770491803278,0.5619834710743801
BCD,Label Resampled,Multilabel,15,0.55,0.4583333333333333,0.5
BCD,Label Resampled,Multilabel,16,,0.0,
BCD,Label Resampled,Multilabel,17,0.5666666666666667,0.7391304347826086,0.6415094339622641
BCD,Label Resampled,Multilabel,18,,0.0,
BCD,Label Resampled,Multilabel,19,0.6,0.8571428571428571,0.7058823529411764
BCD,Label Resampled,Multilabel,20,,0.0,
BCD,Label Resampled,Multilabel,21,0.11666666666666667,0.5,0.18918918918918917
BCD,Label Resampled,Multilabel,22,,0.0,
BCD,Label Resampled,Multilabel,23,0.16666666666666666,0.8333333333333334,0.2777777777777778
BCD,Label Resampled,Multilabel,24,,0.0,
BCD,Label Resampled,Multilabel,25,0.6,0.8780487804878049,0.712871287128713
BCD,Label Resampled,Multilabel,26,0.6666666666666666,0.9302325581395349,0.7766990291262136
BCD,Label Resampled,Multilabel,27,0.21666666666666667,0.8125,0.34210526315789475
BCD,Label Resampled,Multilabel,28,,0.0,
BCD,Label Resampled,Multilabel,29,0.6166666666666667,0.6166666666666667,0.6166666666666667
BCD,Label Resampled,Multilabel,30,0.5166666666666667,0.775,0.62
BCD,Label Resampled,Multilabel,31,0.5333333333333333,0.4155844155844156,0.46715328467153283
BCD,Label Resampled,Multilabel,32,,0.0,
BCD,Label Resampled,Multilabel,33,,0.0,
BCD,Label Resampled,Multilabel,34,,0.0,
BCD,Label Resampled,Multilabel,35,,0.0,
BCD,Label Resampled,Multilabel,36,,0.0,
BCD,Label Resampled,Multilabel,37,0.21666666666666667,0.6190476190476191,0.32098765432098764
BCD,Label Resampled,Multilabel,38,,0.0,
BCD,Label Resampled,Multilabel,39,0.15,0.9,0.2571428571428572
BCD,Label Resampled,Multilabel,40,,0.0,
BCD,Label Resampled,Multilabel,41,,0.0,
BCD,Label Resampled,Multilabel,42,,0.0,
BCD,Label Resampled,Multilabel,43,,0.0,
BCD,Label Resampled,Multilabel,44,,0.0,
